train_loss,test_loss
17889.546028137207,2382.752128601074
7393.522987365723,1471.5713233947754
5658.954170227051,1358.1661186218262
5464.267333984375,1353.655906677246
5451.795597076416,1354.6900596618652
5464.216506958008,1354.0144500732422
5452.066738128662,1353.961368560791
5459.155055999756,1356.0156898498535
5458.342491149902,1354.3009567260742
5464.685375213623,1353.6406059265137
5461.320037841797,1353.7199249267578
5450.993469238281,1355.7635383605957
5463.039878845215,1353.5266799926758
5456.170707702637,1354.4475402832031
5470.356151580811,1354.523265838623
5460.110000610352,1354.9128227233887
5404.595058441162,1302.139102935791
4756.220600128174,1056.961612701416
3540.183036804199,708.196798324585
2309.7779579162598,459.44611740112305
1486.422932624817,312.8367691040039
904.5792107582092,175.05588626861572
581.2598705291748,116.75353956222534
387.71466088294983,96.98645877838135
298.8663375377655,67.15588736534119
233.94946336746216,58.895500898361206
193.26133167743683,49.86262381076813
168.28696870803833,36.68834340572357
133.4415967464447,33.17569661140442
117.10392844676971,28.019630432128906
98.28319543600082,25.786333322525024
87.7835231423378,20.905550599098206
83.88682162761688,19.248835027217865
68.38762879371643,19.019107401371002
64.01129907369614,15.803523302078247
56.937569320201874,18.405378341674805
57.6497597694397,14.64483243227005
50.55404391884804,12.238572597503662
42.64783385396004,10.78363972902298
39.31807416677475,13.536182224750519
39.327961176633835,10.662460505962372
41.32297071814537,9.154076963663101
33.45163905620575,8.723641991615295
30.24700626730919,8.154964327812195
30.483113318681717,8.692414253950119
29.776365906000137,6.967410296201706
27.92970845103264,9.73056760430336
26.817878857254982,6.7511230409145355
22.806690141558647,6.003003776073456
22.94845287501812,5.831962510943413
20.516963839530945,5.523713067173958
21.682895332574844,6.222707465291023
18.271578788757324,5.917480617761612
16.71011993288994,4.404802829027176
17.227477610111237,5.1318052262067795
16.221271574497223,4.118584603071213
14.376663602888584,4.575382500886917
14.53006312251091,4.654038026928902
13.674178138375282,3.4884227514266968
13.733947217464447,3.9427690356969833
16.541374117136,3.6482198983430862
12.893898755311966,3.9077959656715393
12.536383330821991,3.64140585064888
11.86317490041256,4.489591553807259
19.429362073540688,4.020688325166702
11.475738056004047,3.53275166451931
10.026623457670212,2.823263145983219
11.414337269961834,3.6489731669425964
13.152156084775925,3.931511402130127
10.353605337440968,2.354454606771469
9.106471106410027,2.986317716538906
8.040642626583576,2.4195389598608017
9.863692939281464,2.915773794054985
10.125927656888962,2.6094272807240486
8.889059655368328,2.189783997833729
9.893944010138512,2.9788784086704254
8.341268919408321,2.3945968225598335
10.127294205129147,2.2114236652851105
7.064620487391949,2.2704925015568733
6.4193186312913895,2.0010413378477097
8.543048344552517,3.174504652619362
9.083771415054798,2.5931927114725113
7.672928482294083,2.0001557990908623
7.796551052480936,2.8679888620972633
8.122538920491934,2.6439854577183723
8.083693034946918,1.8636129423975945
5.5010679587721825,1.6687975451350212
7.531363729387522,1.89604814350605
11.763400711119175,4.373323068022728
8.48165787011385,1.8085333406925201
9.690585754811764,2.17319268733263
6.248529322445393,1.5744863897562027
5.238421693444252,1.5691406466066837
6.280392214655876,2.937681660056114
6.797851402312517,2.1887432262301445
5.918441545218229,1.7449147403240204
5.569983385503292,1.5500171408057213
6.392732989042997,2.7830354794859886
6.77187067642808,2.0911775827407837
6.625203222036362,1.669954240322113
2.938002211973071,0.7947597689926624
2.4607746358960867,0.7700948007404804
2.219776179641485,0.6782656367868185
1.9851075392216444,0.6541526578366756
2.154981192201376,0.7349047437310219
2.1125798486173153,0.7307474706321955
2.066235587000847,0.6910557299852371
2.0594675317406654,0.7431041300296783
2.5089204385876656,0.9408481195569038
2.9054004717618227,0.7968695126473904
2.187444532290101,0.6836725007742643
2.1740738824009895,1.0173929072916508
2.4586651027202606,0.8043110948055983
2.1125495117157698,0.8418084923177958
2.3864812701940536,0.6751020587980747
2.095919094979763,0.7529503777623177
2.163138346746564,0.6673533301800489
2.499523848295212,0.725735267624259
2.1347837392240763,0.6790592540055513
2.6278157886117697,1.0891163684427738
2.8209584336727858,0.7017336376011372
2.286112016066909,0.7639438919723034
2.7513930797576904,0.9403629377484322
3.3257644064724445,0.8615008592605591
2.2386366836726665,0.6632279548794031
2.0934707038104534,0.7539575845003128
2.615444542840123,0.7345450464636087
3.38722413033247,1.0484590530395508
3.422855770215392,0.7923247553408146
2.2219332177191973,0.6141481250524521
1.753125892020762,0.569140249863267
1.7581081073731184,0.6547051407396793
1.9357324428856373,0.5619229152798653
2.2662062775343657,0.7308235503733158
2.499058635905385,0.661854300647974
2.010869812220335,0.600131768733263
2.3383366968482733,0.9172941818833351
3.1047133207321167,0.7243382353335619
2.0352019146084785,0.6794310286641121
2.658898962661624,1.5422646813094616
3.090371709316969,0.7371611185371876
2.1759943421930075,0.637734692543745
2.061515338718891,0.5778903383761644
1.8372495453804731,0.6267218571156263
2.2121952082961798,0.5964982863515615
2.238011933863163,0.602318124845624
2.074624376371503,0.5666538011282682
1.8621440511196852,0.6715258099138737
1.8302918570116162,0.52801956795156
1.9048285251483321,0.6247029080986977
1.8664701161906123,0.7040808312594891
1.932451581582427,0.5792138781398535
2.0769197959452868,2.251851908862591
3.3192342557013035,0.7926864083856344
2.4944489505141973,0.905324924737215
2.2314898427575827,0.7289617881178856
2.181952441111207,0.6067358888685703
1.614657356403768,0.5670354925096035
1.5834979908540845,0.5655951164662838
1.7634222656488419,0.5057030096650124
1.7200883300974965,0.6725980266928673
1.889906688593328,0.5585759840905666
1.4191858591511846,0.40585639886558056
1.569691352546215,0.6775155514478683
2.665381131693721,0.5887138489633799
1.639600908383727,0.669073985889554
2.176850887015462,0.6866953112185001
1.9878547247499228,1.0708916820585728
2.377680918201804,0.5948286186903715
1.6629673643037677,0.5254534166306257
1.765902753919363,0.6245858184993267
2.0446140840649605,0.7223960794508457
2.118624310940504,0.44377326406538486
1.3033855948597193,0.36024766229093075
2.065179214812815,0.7106044385582209
1.5465198224410415,0.476116044446826
1.3459695782512426,0.42111446522176266
1.6433356860652566,0.6108847390860319
2.3301158361136913,0.6882919147610664
1.6484167641028762,0.4777106363326311
1.6172973457723856,0.5892216097563505
1.7695820573717356,0.44051981903612614
1.8209644351154566,0.5288654677569866
1.4291246067732573,0.3477507848292589
1.4111002143472433,0.517746863886714
1.4986350387334824,0.5947658102959394
1.7464999165385962,0.42347655445337296
1.3829814605414867,0.3888129321858287
1.4541694363579154,0.46131984516978264
2.139911288395524,0.5277264006435871
1.636441145092249,0.4572580121457577
2.334338704124093,0.7342634778469801
2.173979692161083,0.4525058064609766
1.3749009277671576,0.3768727192655206
2.09537429921329,0.7417083196341991
2.684153040871024,0.4614948406815529
1.317587318830192,0.3674512431025505
0.9370889253914356,0.28397136926651
1.0714159030467272,0.44911372289061546
1.4800974056124687,0.3280409062281251
0.5811099172569811,0.18560228869318962
0.45988615276291966,0.17471636924892664
0.4435242891777307,0.17054285341873765
0.44815232837572694,0.17458835151046515
0.4676345447078347,0.20086507312953472
0.46124182594940066,0.1775329695083201
0.4752850364893675,0.18951051868498325
0.4687930876389146,0.18102776585146785
0.45934339705854654,0.21783441863954067
0.5058885789476335,0.1816181754693389
0.4859031457453966,0.18395255599170923
0.5079992515966296,0.17410680372267962
0.49755321769043803,0.20665739476680756
0.531738021876663,0.19661896023899317
0.5249316464178264,0.19659705087542534
0.5788161982782185,0.21671527437865734
0.6201250525191426,0.27826587948948145
0.7031317688524723,0.22710770461708307
0.548287333920598,0.17922062426805496
0.5326791815459728,0.1901608519256115
0.6345326714217663,0.2687805173918605
0.7302569299936295,0.27947759442031384
0.8073906823992729,0.2718746354803443
0.7106281467713416,0.28820517007261515
0.5763221299275756,0.20506268925964832
0.6509096678346395,0.2541003068909049
0.663293179590255,0.20932108629494905
0.71716149430722,0.20084804948419333
0.580249072983861,0.1943946979008615
0.5433846339583397,0.24386559147387743
0.7190694995224476,0.23813430033624172
0.7311883643269539,0.22125521022826433
0.6952651417814195,0.19758334569633007
0.5172344348393381,0.20284786261618137
0.620928349904716,0.21135514043271542
0.6084205838851631,0.1598206670023501
0.50292879762128,0.21522122528403997
0.6425407351925969,0.21659278124570847
0.5398488095961511,0.21586492098867893
0.529808463063091,0.24337262567132711
0.6001170962117612,0.19397871475666761
0.6309055075980723,0.27138289995491505
0.7519465908408165,0.23049777559936047
0.8641280112788081,0.29793317802250385
0.67355877161026,0.18276859819889069
0.5372516559436917,0.17425896786153316
0.4671484464779496,0.1664299895055592
0.5893861623480916,0.19749691616743803
0.5366493035107851,0.1824708627536893
0.5680228099226952,0.2093901801854372
0.6240004287101328,0.29757985193282366
0.7987786321900785,0.26866334304213524
0.7866115439683199,0.2264738092198968
0.7044810256920755,0.2159029534086585
0.5673054191283882,0.21750316303223372
0.4564771740697324,0.150368248578161
0.6360867461189628,0.22586917132139206
0.5490640443749726,0.14880373794585466
0.5056560528464615,0.21091035287827253
0.5495027503930032,0.19890919839963317
0.5824582409113646,0.17952605104073882
0.5168122365139425,0.16307685524225235
0.5238471915945411,0.21321925334632397
0.6140860891900957,0.19348197104409337
0.5700981039553881,0.1679222472012043
0.5436970880255103,0.2734643565490842
0.6504074092954397,0.17835879372432828
0.715730941388756,0.1974886804819107
0.5027222693897784,0.16654754988849163
0.42739339312538505,0.1651170109398663
0.7430653413757682,0.4627839419990778
0.692567955236882,0.16253618244081736
0.44441689481027424,0.153052628505975
0.49215653957799077,0.1962898774072528
0.5175556400790811,0.1710999901406467
0.5945540084503591,0.17818537214770913
0.6249181753955781,0.1795738241635263
0.47405670676380396,0.1523641780950129
0.48127008182927966,0.18542399583384395
0.5311996564269066,0.15288938209414482
0.4338776785880327,0.17590379249304533
0.46459209942258894,0.1338009904138744
0.42146913590840995,0.17399045592173934
0.597251561935991,0.15873877564445138
0.40718541224487126,0.14838968962430954
0.4546996555291116,0.15097707137465477
0.523412611335516,0.29065560176968575
0.7201352920383215,0.18714863900095224
0.6770818326622248,0.19035471184179187
0.5335685587488115,0.15841452777385712
0.4082532455213368,0.19801408145576715
0.5038419908378273,0.18004745664075017
0.5342021551914513,0.3355812784284353
0.7335546426475048,0.16846815077587962
0.4204273563809693,0.13850667281076312
0.4197695874609053,0.14335637399926782
0.557451686821878,0.18917440623044968
0.44657914340496063,0.13123065792024136
0.439576777163893,0.17501520970836282
0.6167548866942525,0.324423223733902
0.31787209981121123,0.08585499902255833
0.19553132285363972,0.08631872688420117
0.19265460420865566,0.08219972695223987
0.1849653390236199,0.09076213696971536
0.19629962334875017,0.09021398890763521
0.19668584410101175,0.08544124150648713
0.1914191417163238,0.0901016362477094
0.19553253042977303,0.09050697507336736
0.19570140750147402,0.08507291250862181
0.19986986147705466,0.08989123837091029
0.20637185091618448,0.0903631504625082
0.20847979397512972,0.09645176120102406
0.2299947541905567,0.09432458807714283
0.2072209605248645,0.09237280953675508
0.20382793969474733,0.09220729721710086
0.22299420670606196,0.09853586228564382
0.22021251008845866,0.10421032598242164
0.2319114818237722,0.09067586087621748
0.23629490635357797,0.09888469614088535
0.23262085346505046,0.0988265722990036
0.21952448296360672,0.09327126806601882
0.23568257689476013,0.0979950015898794
0.25194566627033055,0.098983536940068
0.2438853424973786,0.11289630783721805
0.2596709087956697,0.10672666830942035
0.2561479452997446,0.09857111005112529
0.2355458363890648,0.0939947091974318
0.21664205589331686,0.09716306976042688
0.2369835323188454,0.09878440434113145
0.2766554835252464,0.09293069154955447
0.24107923032715917,0.10463067097589374
0.23605758766643703,0.0935112398583442
0.23413610737770796,0.09998007724061608
0.23244941886514425,0.10534569108858705
0.30011528567411005,0.10122934449464083
0.2633374626748264,0.10843895608559251
0.25784057728014886,0.12441168865188956
0.2758266448508948,0.0870164749212563
0.2299726982600987,0.08926120772957802
0.21245976514182985,0.124370401725173
0.22281374293379486,0.0791088747791946
0.2077777786180377,0.09708207286894321
0.21679849561769515,0.1068368018604815
0.2360218013636768,0.08784163068048656
0.23708581761457026,0.11298682726919651
0.24175059236586094,0.13269307650625706
0.24204794690012932,0.09508318454027176
0.23244789871387184,0.0942185572348535
0.2703630675096065,0.11043450515717268
0.2705386825837195,0.14387837145477533
0.24674798687919974,0.09410221455618739
0.22294680832419544,0.08741221227683127
0.20408935914747417,0.09157186886295676
0.21119605307467282,0.08592870086431503
0.24187176069244742,0.08388908323831856
0.21768352529034019,0.07755571091547608
0.19684541784226894,0.0879799893591553
0.22387789003551006,0.08465690305456519
0.21668417169712484,0.10019607376307249
0.2954308846965432,0.10860736668109894
0.24665188253857195,0.09773931512609124
0.22868779418058693,0.09800382563844323
0.24482205975800753,0.0806219622027129
0.2007561451755464,0.08766086306422949
0.23409658786840737,0.08709343103691936
0.21009095339104533,0.08376854937523603
0.2152367616072297,0.08524174219928682
0.19728165154810995,0.08895261981524527
0.21567468787543476,0.082119109807536
0.20770367863588035,0.0947658778168261
0.20616006304044276,0.08536284510046244
0.22527213534340262,0.0829767023678869
0.20404211175628006,0.08366033853963017
0.2173012075945735,0.07942611537873745
0.22510686272289604,0.09418469830416143
0.22025927435606718,0.07366052479483187
0.19401132629718632,0.09472247585654259
0.21229488274548203,0.08371257246471941
0.21087799849919975,0.08222558093257248
0.21233199129346758,0.08331559784710407
0.20178498094901443,0.0866437794174999
0.19872667430900037,0.08827057178132236
0.21164800133556128,0.08044184069149196
0.21957506495527923,0.08850609348155558
0.21208453876897693,0.08120649633929133
0.22459502064157277,0.09010865236632526
0.24898659228347242,0.09337583603337407
0.23434536950662732,0.07765444018878043
0.18062259955331683,0.08382800547406077
0.2085957156959921,0.08160245604813099
0.21573220053687692,0.07948104222305119
0.19122362427879125,0.07648389018140733
0.19546804926358163,0.08100369176827371
0.2077604471705854,0.07869434636086226
0.19877321342937648,0.07317025936208665
0.20607150462456048,0.08173424052074552
0.2452721120789647,0.09677020134404302
0.24491964606568217,0.11835219105705619
0.2801065616076812,0.08267976040951908
0.17380413482896984,0.07151248236186802
0.11962651368230581,0.057016887003555894
0.11437849036883563,0.05860380479134619
0.1126668507931754,0.05621080030687153
0.11048399528954178,0.05740524688735604
0.11520477489102632,0.05685241357423365
0.11146508203819394,0.05756888911128044
0.1189922372577712,0.062000786419957876
0.1180162311065942,0.059421966783702374
0.11368747428059578,0.056450825184583664
0.11559167760424316,0.05684325727634132
0.11597771488595754,0.0589705603197217
